acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
67711,,Slight,1,1,20/01/2011,Thursday,20,January,11,21,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323700,674400,560033,Segment,Pedestrian,365457,unset,EH41NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9565967495,-3.2221711772
68911,,Slight,1,1,27/01/2011,Thursday,27,January,11,13,5,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324530,671220,549087,Segment,Bus,365458,unset,EH104QT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9281592626,-3.20798997286
69211,,Slight,2,1,27/01/2011,Thursday,27,January,11,17,55,230,C,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Other,Dry,None,None,No overtaking,326740,673920,521175,Junction,Cyclist,365459,unset,EH88BY,Control by other authorised person,Central refuge - no other controls,At scene,55.9527576427,-3.17335781628
69611,,Fatal,1,1,01/01/2011,Saturday,1,January,11,4,20,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326080,674450,520665,Junction,Pedestrian,365460,unset,EH13NQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9574180269,-3.18407142393
70211,,Slight,3,2,28/01/2011,Friday,28,January,11,12,0,230,A,902,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321880,674880,563676,Segment,M.V.N.P.,365461,unset,EH42BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9606164231,-3.25145529553
70311,,Slight,2,1,19/01/2011,Wednesday,19,January,11,19,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,330230,673180,523659,Junction,T.V.N.P.,365462,unset,EH151JS,Control by other authorised person,Central refuge - no other controls,At scene,55.9466288323,-3.11728153212
70711,,Slight,1,1,28/01/2011,Friday,28,January,11,17,35,230,A,90,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324390,673860,520899,Junction,Pedestrian,365463,unset,EH37PT,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.95185458,-3.21097010347
70811,,Serious,2,1,28/01/2011,Friday,28,January,11,14,29,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326420,672860,558320,Segment,Cyclist,365464,unset,EH89QN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9431857903,-3.17819261148
71711,,Serious,1,1,30/01/2011,Sunday,30,January,11,2,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326209,674479,0,Unset,Pedestrian,365465,unset,EH75JH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9576983911,-3.1820135007
71811,,Serious,1,2,30/01/2011,Sunday,30,January,11,3,25,230,A,70,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321400,670170,561799,Segment,S.V.N.P.,365466,unset,EH142LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9182250504,-3.25777060228
73811,,Slight,2,4,30/01/2011,Sunday,30,January,11,15,35,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road works present,None,No overtaking,327940,674220,520755,Junction,T.V.N.P.,365467,unset,EH76AE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.955634299,-3.15422281448
74911,,Serious,1,1,23/01/2011,Sunday,23,January,11,16,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,320240,669490,533239,Junction,Pedestrian,365468,unset,EH143AN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9119252732,-3.27612727942
75211,,Slight,1,1,31/01/2011,Monday,31,January,11,13,0,230,A,901,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326720,676180,531355,Junction,Bus,365469,unset,EH65LJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9730582393,-3.17429277518
77611,,Slight,2,1,31/01/2011,Monday,31,January,11,10,53,230,A,90,Dual carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312840,677240,555417,Segment,T.V.N.P.,365470,unset,EH309SS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9802614491,-3.39699090403
79011,,Slight,1,1,31/01/2011,Monday,31,January,11,17,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324049,672240,554783,Segment,S.V.N.P.,365471,unset,EH111JS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9372470423,-3.21597402102
80411,,Serious,1,1,01/02/2011,Tuesday,1,February,11,18,0,230,B,701,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319440,670530,2305642,Segment,Pedestrian,345362,unset,EH114JZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9211349569,-3.28923338823
80511,,Slight,2,1,31/01/2011,Monday,31,January,11,17,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320830,675440,519762,Junction,T.V.N.P.,365472,unset,EH45AB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9654753349,-3.26843588558
80711,,Slight,1,1,01/02/2011,Tuesday,1,February,11,16,10,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322420,671160,561769,Segment,Pedestrian,345363,unset,EH141PY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.927284514,-3.24173707599
80811,,Slight,1,1,02/02/2011,Wednesday,2,February,11,1,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,330510,671560,569117,Segment,S.V.N.P.,345364,unset,EH164ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9321150896,-3.11238140459
81111,,Slight,1,1,01/02/2011,Tuesday,1,February,11,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326640,671360,531451,Junction,Pedestrian,345365,unset,EH93AF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9297434895,-3.17426296272
85011,,Serious,1,1,03/02/2011,Thursday,3,February,11,11,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320060,670730,0,Unset,Pedestrian,345366,unset,EH114NP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9230351048,-3.2793732654
85511,,Slight,3,1,03/02/2011,Thursday,3,February,11,16,25,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining with high winds,Dry,None,None,No overtaking,322910,676770,518995,Junction,M.V.N.P.,345367,unset,EH51LA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.977762022,-3.23550040588
86111,,Slight,3,1,02/02/2011,Wednesday,2,February,11,9,30,230,A,90,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining with high winds,Dry,None,None,No overtaking,316920,676400,555432,Segment,M.V.N.P.,345368,unset,EH309TQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9734389326,-3.33135820778
86311,,Slight,1,1,03/02/2011,Thursday,3,February,11,17,45,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining with high winds,Dry,None,None,No overtaking,327750,668410,0,Unset,Pedestrian,345369,unset,EH166HF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9034086145,-3.15571066062
86411,,Slight,2,1,02/02/2011,Wednesday,2,February,11,9,30,230,A,720,Roundabout,40,Roundabout,Automatic Traffic Signal,A,71,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,318580,670440,2307033,Junction,T.V.N.P.,345370,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9201816574,-3.30296520054
87011,,Serious,1,1,28/01/2011,Friday,28,January,11,8,5,230,A,701,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327300,668210,530290,Junction,Pedestrian,365473,unset,EH166PL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9015440584,-3.16285343467
87211,,Slight,1,1,31/01/2011,Monday,31,January,11,15,20,230,Unclassified,,Dual carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319410,671430,9658593,Junction,Pedestrian,365474,unset,EH113UP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9292151529,-3.28998192262
88211,,Slight,2,1,03/02/2011,Thursday,3,February,11,14,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,318680,671060,12232067,Junction,T.V.N.P.,345371,unset,EH114DT,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.925768366,-3.30155202807
88411,,Slight,1,1,04/02/2011,Friday,4,February,11,18,28,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining with high winds,Dry,None,None,No overtaking,327140,676520,563239,Segment,Pedestrian,345372,unset,EH66SL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9761766887,-3.16765597852
88711,,Slight,2,1,04/02/2011,Friday,4,February,11,19,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Authorised Person,Unclassified,,Darkness: street lights present and lit,Raining with high winds,Dry,None,None,No overtaking,326240,674660,12222436,Junction,T.V.N.P.,345373,unset,EH74AH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9593292368,-3.18156658885
