acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude,geojson
75510,,Slight,2,1,29/01/2010,Friday,29,January,10,14,0,230,A,902,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,A,90,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318570,674930,519957,Junction,T.V.N.P.,344647,unset,EH48DZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9605159103,-3.30448031258,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30448031258, 55.9605159103}}"
77110,,Slight,2,1,30/01/2010,Saturday,30,January,10,13,0,230,A,90,Dual carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312490,678540,555429,Segment,T.V.N.P.,344648,unset,EH309SQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9918757652,-3.40302164565,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.40302164565, 55.9918757652}}"
77310,,Slight,2,2,28/01/2010,Thursday,28,January,10,14,20,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318180,667780,561623,Segment,T.V.N.P.,344649,unset,EH145NU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8962175919,-3.30855951204,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30855951204, 55.8962175919}}"
79710,,Slight,1,1,31/01/2010,Sunday,31,January,10,10,45,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322380,671370,0,Unset,Pedestrian,344650,unset,EH141QX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9291646455,-3.24243751106,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.24243751106, 55.9291646455}}"
79810,,Slight,3,1,21/01/2010,Thursday,21,January,10,20,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,327170,672000,0,Unset,M.V.N.P.,344651,unset,EH165HJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9355737943,-3.16595398776,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.16595398776, 55.9355737943}}"
79910,,Slight,2,2,25/01/2010,Monday,25,January,10,18,0,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Unknown,Dry,None,None,No overtaking,319850,672950,521703,Junction,Bus,344652,unset,EH127SL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9429437332,-3.28339237497,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.28339237497, 55.9429437332}}"
80310,,Slight,2,1,27/01/2010,Wednesday,27,January,10,16,0,230,A,71,Roundabout,30,Roundabout,Give way sign or markings,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,320720,671140,529507,Junction,Cyclist,344653,unset,EH113PR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9268276284,-3.26893379653,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26893379653, 55.9268276284}}"
81810,,Slight,1,1,01/02/2010,Monday,1,February,10,15,30,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327990,668330,2105921,Segment,Pedestrian,344751,unset,EH166RN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9027258494,-3.15185119375,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15185119375, 55.9027258494}}"
82310,,Slight,1,1,01/02/2010,Monday,1,February,10,0,1,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,326140,672750,532720,Junction,Pedestrian,344654,unset,EH89LR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.942154617,-3.18264489464,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18264489464, 55.942154617}}"
83410,,Slight,4,2,02/02/2010,Tuesday,2,February,10,9,20,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329400,675360,563293,Segment,M.V.N.P.,344752,unset,EH151TB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9660928772,-3.13114110295,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.13114110295, 55.9660928772}}"
84410,,Serious,1,1,02/02/2010,Tuesday,2,February,10,8,15,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,325960,673590,521106,Junction,Pedestrian,344753,unset,EH11LL,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9496734032,-3.18575695426,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.18575695426, 55.9496734032}}"
84910,,Slight,2,1,02/02/2010,Tuesday,2,February,10,8,10,230,A,1,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,331100,672900,523752,Junction,T.V.N.P.,344754,unset,EH153BA,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9442387767,-3.10328093814,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.10328093814, 55.9442387767}}"
86010,,Slight,1,1,28/01/2010,Thursday,28,January,10,8,0,230,A,902,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321960,674880,520002,Junction,Pedestrian,344655,unset,EH42AY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9606294265,-3.25017406662,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25017406662, 55.9606294265}}"
86910,,Slight,2,1,03/02/2010,Wednesday,3,February,10,11,30,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322860,676050,519148,Junction,T.V.N.P.,344755,unset,EH52LD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9712857319,-3.23609523006,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.23609523006, 55.9712857319}}"
88910,,Serious,1,1,03/02/2010,Wednesday,3,February,10,17,35,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,327550,671780,12228057,Junction,Pedestrian,344756,unset,EH165EH,Control by other authorised person,No physical crossing facility within 50m,At scene,55.9336547233,-3.15981282136,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15981282136, 55.9336547233}}"
89810,,Slight,1,1,01/02/2010,Monday,1,February,10,17,15,230,A,8,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,325330,673850,521040,Junction,Cyclist,344757,unset,EH22HG,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.9519117306,-3.19591600143,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.19591600143, 55.9519117306}}"
90010,,Slight,2,1,03/02/2010,Wednesday,3,February,10,17,10,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,318030,670150,0,Unset,T.V.N.P.,344758,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9174830444,-3.31167628675,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.31167628675, 55.9174830444}}"
90510,,Slight,2,1,04/02/2010,Thursday,4,February,10,12,45,230,Unclassified,,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327970,674200,520758,Junction,T.V.N.P.,344759,unset,EH88JE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9554591177,-3.15373705374,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15373705374, 55.9554591177}}"
90810,,Slight,2,1,04/02/2010,Thursday,4,February,10,17,55,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,B,701,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,321820,669090,532933,Junction,Cyclist,344760,unset,EH130LB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9085910509,-3.25073908251,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25073908251, 55.9085910509}}"
92210,,Slight,2,1,03/02/2010,Wednesday,3,February,10,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327870,674670,557950,Segment,T.V.N.P.,344761,unset,EH76BP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9596665866,-3.15546422162,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.15546422162, 55.9596665866}}"
93210,,Slight,1,1,05/02/2010,Friday,5,February,10,15,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324160,672700,559466,Segment,Pedestrian,344762,unset,EH111AL,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9413971202,-3.21432665701,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.21432665701, 55.9413971202}}"
93310,,Serious,1,1,05/02/2010,Friday,5,February,10,14,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,A,902,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318570,675000,519951,Junction,Pedestrian,344763,unset,EH46AS,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9611447535,-3.30450146672,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.30450146672, 55.9611447535}}"
93710,,Slight,2,1,05/02/2010,Friday,5,February,10,20,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,321520,674390,520395,Junction,T.V.N.P.,344764,unset,EH43RG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9561557576,-3.25707811986,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.25707811986, 55.9561557576}}"
94910,,Slight,3,1,29/01/2010,Friday,29,January,10,23,30,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324920,672880,533347,Junction,Cyclist,344656,unset,EH39LZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9431335153,-3.20221089551,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.20221089551, 55.9431335153}}"
95110,,Slight,2,1,05/02/2010,Friday,5,February,10,19,20,230,B,700,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,324660,673180,566213,Segment,T.V.N.P.,344765,unset,EH38BL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.945787985,-3.206456877,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.206456877, 55.945787985}}"
96310,,Slight,1,1,06/02/2010,Saturday,6,February,10,7,25,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,320910,675460,519765,Junction,S.V.N.P.,344766,unset,EH45AG,Control by other authorised person,Central refuge - no other controls,At scene,55.9656681875,-3.26716037663,"{""type"": ""Feature"",""geometry"": {""type"": ""Point"",""coordinates"": -3.26716037663, 55.9656681875}}"
